% Moku:Pro Lock-In Amplifier
% Input A
% Input B
% Internal demodulation: 997.000 000 Hz, 174.000 000 deg
% Lowpass filter corner frequency 100 Hz (time constant 1.59 ms), slope 24 dB / octave
% Output A - I signal, +40.0 dB gain, invert off, offset 0.000 0 V, 0 dB output gain, output disabled
% Output B - Demodulation signal, amplitude 11 mVpp, offset 0.000 0 V, 0 dB output gain, output enabled
% Internal 10 MHz clock
% Acquired 2025-06-19 T 15:08:05 +0800
% Time (s), Probe A (Probe A) (V), Probe B (Probe B) (V)
-1.089568416000e+00, 9.619054e-03, -1.200657e-04
-1.087584806400e+00, 9.617232e-03, -1.146006e-04
-1.085601196800e+00, 9.615687e-03, -1.034497e-04
-1.083617587200e+00, 9.613478e-03, -1.000823e-04
-1.081633977600e+00, 9.615190e-03, -9.792942e-05
-1.079650368000e+00, 9.613313e-03, -8.677850e-05
-1.077666758400e+00, 9.612374e-03, -7.132177e-05
-1.075683148800e+00, 9.610442e-03, -5.592024e-05
-1.073699539200e+00, 9.611436e-03, -5.117281e-05
-1.071715929600e+00, 9.611822e-03, -4.968234e-05
-1.069732320000e+00, 9.609670e-03, -4.913032e-05
-1.067748710400e+00, 9.609062e-03, -4.145716e-05
-1.065765100800e+00, 9.608179e-03, -3.477764e-05
-1.063781491200e+00, 9.608897e-03, -6.083327e-05
-1.061797881600e+00, 9.606799e-03, -8.578485e-05
-1.059814272000e+00, 9.605861e-03, -1.007448e-04
-1.057830662400e+00, 9.606523e-03, -1.109572e-04
-1.055847052800e+00, 9.605529e-03, -1.142142e-04
-1.053863443200e+00, 9.605805e-03, -9.577652e-05
-1.051879833600e+00, 9.605640e-03, -7.446831e-05
-1.049896224000e+00, 9.603376e-03, -6.784400e-05
-1.047912614400e+00, 9.603211e-03, -8.401837e-05
-1.045929004800e+00, 9.604867e-03, -1.124477e-04
-1.043945395200e+00, 9.602383e-03, -1.256963e-04
-1.041961785600e+00, 9.604922e-03, -1.284013e-04
-1.039978176000e+00, 9.606026e-03, -1.281252e-04
-1.037994566400e+00, 9.602769e-03, -1.314926e-04
-1.036010956800e+00, 9.602714e-03, -1.272420e-04
-1.034027347200e+00, 9.601113e-03, -1.081419e-04
-1.032043737600e+00, 9.602880e-03, -9.257477e-05
-1.030060128000e+00, 9.603818e-03, -9.434125e-05
-1.028076518400e+00, 9.603432e-03, -9.097389e-05
-1.026092908800e+00, 9.603156e-03, -6.850643e-05
-1.024109299200e+00, 9.602438e-03, -4.714302e-05
-1.022125689600e+00, 9.603266e-03, -3.908344e-05
-1.020142080000e+00, 9.603763e-03, -4.361006e-05
-1.018158470400e+00, 9.602328e-03, -5.111761e-05
-1.016174860800e+00, 9.601334e-03, -5.895638e-05
-1.014191251200e+00, 9.602659e-03, -8.004378e-05
-1.012207641600e+00, 9.602880e-03, -9.930949e-05
-1.010224032000e+00, 9.603266e-03, -9.759821e-05
-1.008240422400e+00, 9.601886e-03, -8.953863e-05
-1.006256812800e+00, 9.604260e-03, -9.180193e-05
-1.004273203200e+00, 9.605143e-03, -1.037257e-04
-1.002289593600e+00, 9.605750e-03, -1.212249e-04
-1.000305984000e+00, 9.604591e-03, -1.281804e-04
-9.983223744000e-01, 9.607682e-03, -1.271316e-04
-9.963387648000e-01, 9.605861e-03, -1.036153e-04
-9.943551552000e-01, 9.606357e-03, -8.550884e-05
-9.923715456000e-01, 9.606302e-03, -9.003545e-05
-9.903879360000e-01, 9.608455e-03, -8.319033e-05
-9.884043264000e-01, 9.609117e-03, -7.286744e-05
-9.864207168000e-01, 9.607793e-03, -7.281224e-05
-9.844371072000e-01, 9.606744e-03, -9.025626e-05
-9.824534976000e-01, 9.607075e-03, -9.853665e-05
-9.804698880000e-01, 9.607958e-03, -9.870226e-05
-9.784862784000e-01, 9.610498e-03, -9.864706e-05
-9.765026688000e-01, 9.608234e-03, -9.616294e-05
-9.745190592000e-01, 9.606854e-03, -9.472767e-05
-9.725354496000e-01, 9.609449e-03, -9.152592e-05
-9.705518400000e-01, 9.609946e-03, -8.192067e-05
-9.685682304000e-01, 9.609835e-03, -8.368715e-05
-9.665846208000e-01, 9.609228e-03, -9.318200e-05
-9.646010112000e-01, 9.609614e-03, -9.290598e-05
-9.626174016000e-01, 9.610332e-03, -8.374235e-05
-9.606337920000e-01, 9.609559e-03, -7.292264e-05
-9.586501824000e-01, 9.610001e-03, -6.950008e-05
-9.566665728000e-01, 9.612816e-03, -7.899493e-05
-9.546829632000e-01, 9.610884e-03, -9.412044e-05
-9.526993536000e-01, 9.611822e-03, -9.765341e-05
-9.507157440000e-01, 9.612706e-03, -8.241749e-05
-9.487321344000e-01, 9.612043e-03, -8.280391e-05
-9.467485248000e-01, 9.611712e-03, -9.494848e-05
-9.447649152000e-01, 9.611436e-03, -1.053818e-04
-9.427813056000e-01, 9.610056e-03, -1.044433e-04
-9.407976960000e-01, 9.611767e-03, -9.572132e-05
-9.388140864000e-01, 9.612816e-03, -9.605253e-05
-9.368304768000e-01, 9.611546e-03, -1.025112e-04
-9.348468672000e-01, 9.612264e-03, -1.053266e-04
-9.328632576000e-01, 9.609393e-03, -1.094116e-04
-9.308796480000e-01, 9.610994e-03, -1.130549e-04
-9.288960384000e-01, 9.612816e-03, -1.250339e-04
-9.269124288000e-01, 9.611160e-03, -1.356328e-04
-9.249288192000e-01, 9.609504e-03, -1.342527e-04
-9.229452096000e-01, 9.613423e-03, -1.446308e-04
-9.209616000000e-01, 9.611105e-03, -1.561130e-04
-9.189779904000e-01, 9.613037e-03, -1.472806e-04
-9.169943808000e-01, 9.610332e-03, -1.331487e-04
-9.150107712000e-01, 9.611436e-03, -1.227706e-04
-9.130271616000e-01, 9.612319e-03, -1.147662e-04
-9.110435520000e-01, 9.611933e-03, -1.082523e-04
-9.090599424000e-01, 9.611270e-03, -1.175815e-04
-9.070763328000e-01, 9.613037e-03, -1.276836e-04
-9.050927232000e-01, 9.613423e-03, -1.227154e-04
-9.031091136000e-01, 9.613258e-03, -1.160911e-04
-9.011255040000e-01, 9.612209e-03, -1.132205e-04
-8.991418944000e-01, 9.613092e-03, -9.583172e-05
-8.971582848000e-01, 9.614196e-03, -7.154258e-05
-8.951746752000e-01, 9.614141e-03, -5.045518e-05
-8.931910656000e-01, 9.615079e-03, -4.835748e-05
-8.912074560000e-01, 9.612816e-03, -5.183525e-05
-8.892238464000e-01, 9.613699e-03, -5.233207e-05
-8.872402368000e-01, 9.615797e-03, -5.481619e-05
-8.852566272000e-01, 9.615135e-03, -6.878245e-05
-8.832730176000e-01, 9.613920e-03, -8.363195e-05
-8.812894080000e-01, 9.614638e-03, -8.749613e-05
-8.793057984000e-01, 9.617839e-03, -8.169986e-05
-8.773221888000e-01, 9.615631e-03, -7.877412e-05
-8.753385792000e-01, 9.614803e-03, -7.905013e-05
-8.733549696000e-01, 9.616680e-03, -9.213315e-05
-8.713713600000e-01, 9.618281e-03, -1.031185e-04
-8.693877504000e-01, 9.618116e-03, -1.094116e-04
-8.674041408000e-01, 9.616459e-03, -1.097980e-04
-8.654205312000e-01, 9.616570e-03, -1.079763e-04
-8.634369216000e-01, 9.617122e-03, -1.086387e-04
-8.614533120000e-01, 9.617674e-03, -1.123925e-04
-8.594697024000e-01, 9.616735e-03, -1.164223e-04
-8.574860928000e-01, 9.616294e-03, -1.217217e-04
-8.555024832000e-01, 9.617287e-03, -1.381721e-04
-8.535188736000e-01, 9.617508e-03, -1.358536e-04
-8.515352640000e-01, 9.618723e-03, -1.256963e-04
-8.495516544000e-01, 9.614307e-03, -1.152078e-04
-8.475680448000e-01, 9.617729e-03, -1.041121e-04
-8.455844352000e-01, 9.618171e-03, -1.034497e-04
-8.436008256000e-01, 9.617784e-03, -1.071483e-04
-8.416172160000e-01, 9.615963e-03, -1.030633e-04
-8.396336064000e-01, 9.617784e-03, -1.028977e-04
-8.376499968000e-01, 9.617563e-03, -1.100740e-04
-8.356663872000e-01, 9.618226e-03, -1.157599e-04
-8.336827776000e-01, 9.614031e-03, -1.059338e-04
-8.316991680000e-01, 9.613478e-03, -9.274038e-05
-8.297155584000e-01, 9.616128e-03, -9.478287e-05
-8.277319488000e-01, 9.616404e-03, -9.886787e-05
-8.257483392000e-01, 9.616791e-03, -9.820543e-05
-8.237647296000e-01, 9.615852e-03, -1.010208e-04
-8.217811200000e-01, 9.616294e-03, -1.130549e-04
-8.197975104000e-01, 9.616901e-03, -1.281804e-04
-8.178139008000e-01, 9.614141e-03, -1.175815e-04
-8.158302912000e-01, 9.614362e-03, -1.041673e-04
-8.138466816000e-01, 9.615245e-03, -1.044985e-04
-8.118630720000e-01, 9.613368e-03, -1.138830e-04
-8.098794624000e-01, 9.614583e-03, -1.153182e-04
-8.078958528000e-01, 9.615907e-03, -1.013520e-04
-8.059122432000e-01, 9.615742e-03, -7.982297e-05
-8.039286336000e-01, 9.614086e-03, -6.237894e-05
-8.019450240000e-01, 9.614307e-03, -5.702429e-05
-7.999614144000e-01, 9.612430e-03, -6.000523e-05
-7.979778048000e-01, 9.615300e-03, -6.055726e-05
-7.959941952000e-01, 9.615411e-03, -7.617960e-05
-7.940105856000e-01, 9.614196e-03, -1.024008e-04
-7.920269760000e-01, 9.614803e-03, -1.148214e-04
-7.900433664000e-01, 9.615687e-03, -9.936469e-05
-7.880597568000e-01, 9.617563e-03, -8.440478e-05
-7.860761472000e-01, 9.617619e-03, -8.937302e-05
-7.840925376000e-01, 9.614307e-03, -9.798462e-05
-7.821089280000e-01, 9.615687e-03, -1.022904e-04
-7.801253184000e-01, 9.617839e-03, -1.036153e-04
-7.781417088000e-01, 9.616459e-03, -1.000823e-04
-7.761580992000e-01, 9.615963e-03, -1.112885e-04
-7.741744896000e-01, 9.616625e-03, -1.323758e-04
-7.721908800000e-01, 9.616459e-03, -1.335903e-04
-7.702072704000e-01, 9.618171e-03, -1.069826e-04
-7.682236608000e-01, 9.617895e-03, -9.395483e-05
-7.662400512000e-01, 9.616791e-03, -1.090251e-04
-7.642564416000e-01, 9.618778e-03, -1.184096e-04
-7.622728320000e-01, 9.618833e-03, -1.099084e-04
-7.602892224000e-01, 9.617508e-03, -9.704618e-05
-7.583056128000e-01, 9.618668e-03, -9.837104e-05
-7.563220032000e-01, 9.618668e-03, -9.798462e-05
-7.543383936000e-01, 9.619937e-03, -9.218835e-05
-7.523547840000e-01, 9.619827e-03, -8.390796e-05
-7.503711744000e-01, 9.617232e-03, -9.196754e-05
-7.483875648000e-01, 9.620379e-03, -1.139382e-04
-7.464039552000e-01, 9.619992e-03, -1.268004e-04
-7.444203456000e-01, 9.619716e-03, -1.349152e-04
-7.424367360000e-01, 9.620820e-03, -1.423675e-04
-7.404531264000e-01, 9.620544e-03, -1.266348e-04
-7.384695168000e-01, 9.622973e-03, -1.073691e-04
-7.364859072000e-01, 9.622697e-03, -8.324553e-05
-7.345022976000e-01, 9.620544e-03, -7.584838e-05
-7.325186880000e-01, 9.620986e-03, -8.004378e-05
-7.305350784000e-01, 9.620820e-03, -8.799295e-05
-7.285514688000e-01, 9.622311e-03, -1.024008e-04
-7.265678592000e-01, 9.621869e-03, -1.137726e-04
-7.245842496000e-01, 9.621096e-03, -1.268556e-04
-7.226006400000e-01, 9.624519e-03, -1.449068e-04
-7.206170304000e-01, 9.624243e-03, -1.492678e-04
-7.186334208000e-01, 9.623525e-03, -1.276836e-04
-7.166498112000e-01, 9.620931e-03, -8.617127e-05
-7.146662016000e-01, 9.622863e-03, -3.256954e-05
-7.126825920000e-01, 9.622697e-03, -2.263307e-06
-7.106989824000e-01, 9.622477e-03, -1.131653e-05
-7.087153728000e-01, 9.619385e-03, -3.737216e-05
-7.067317632000e-01, 9.621317e-03, -5.608585e-05
-7.047481536000e-01, 9.620544e-03, -5.735551e-05
-7.027645440000e-01, 9.619661e-03, -6.845123e-05
-7.007809344000e-01, 9.619109e-03, -9.914388e-05
-6.987973248000e-01, 9.618005e-03, -1.210593e-04
-6.968137152000e-01, 9.617674e-03, -1.125581e-04
-6.948301056000e-01, 9.618612e-03, -1.093012e-04
-6.928464960000e-01, 9.618392e-03, -1.150422e-04
-6.908628864000e-01, 9.616570e-03, -1.099084e-04
-6.888792768000e-01, 9.618336e-03, -9.599733e-05
-6.868956672000e-01, 9.617232e-03, -9.837104e-05
-6.849120576000e-01, 9.615079e-03, -1.043329e-04
-6.829284480000e-01, 9.613865e-03, -1.063754e-04
-6.809448384000e-01, 9.614969e-03, -1.071483e-04
-6.789612288000e-01, 9.613699e-03, -1.073139e-04
-6.769776192000e-01, 9.613313e-03, -9.632855e-05
-6.749940096000e-01, 9.611160e-03, -7.943655e-05
-6.730104000000e-01, 9.613423e-03, -4.995836e-05
-6.710267904000e-01, 9.613589e-03, -3.532967e-05
-6.690431808000e-01, 9.612209e-03, -5.476098e-05
-6.670595712000e-01, 9.610111e-03, -7.181859e-05
-6.650759616000e-01, 9.610442e-03, -7.214980e-05
-6.630923520000e-01, 9.608897e-03, -7.629000e-05
-6.611087424000e-01, 9.610222e-03, -8.269350e-05
-6.591251328000e-01, 9.607958e-03, -8.650248e-05
-6.571415232000e-01, 9.608234e-03, -1.078107e-04
-6.551579136000e-01, 9.607627e-03, -1.237642e-04
-6.531743040000e-01, 9.607241e-03, -1.316030e-04
-6.511906944000e-01, 9.608069e-03, -1.430852e-04
-6.492070848000e-01, 9.607682e-03, -1.515864e-04
-6.472234752000e-01, 9.607627e-03, -1.494887e-04
-6.452398656000e-01, 9.607682e-03, -1.360192e-04
-6.432562560000e-01, 9.606026e-03, -1.120061e-04
-6.412726464000e-01, 9.604536e-03, -9.207795e-05
-6.392890368000e-01, 9.607461e-03, -9.665976e-05
-6.373054272000e-01, 9.607517e-03, -1.030633e-04
-6.353218176000e-01, 9.606302e-03, -1.078659e-04
-6.333382080000e-01, 9.605032e-03, -1.187960e-04
-6.313545984000e-01, 9.606247e-03, -1.178024e-04
-6.293709888000e-01, 9.605198e-03, -1.141038e-04
-6.273873792000e-01, 9.606578e-03, -1.172503e-04
-6.254037696000e-01, 9.604812e-03, -1.153182e-04
-6.234201600000e-01, 9.605805e-03, -1.182992e-04
-6.214365504000e-01, 9.605861e-03, -1.210593e-04
-6.194529408000e-01, 9.604039e-03, -1.203417e-04
-6.174693312000e-01, 9.605253e-03, -1.228810e-04
-6.154857216000e-01, 9.604315e-03, -1.169743e-04
-6.135021120000e-01, 9.605253e-03, -9.544530e-05
-6.115185024000e-01, 9.606192e-03, -8.848978e-05
-6.095348928000e-01, 9.605253e-03, -1.097428e-04
-6.075512832000e-01, 9.605529e-03, -1.024560e-04
-6.055676736000e-01, 9.607075e-03, -7.226021e-05
-6.035840640000e-01, 9.605032e-03, -6.817522e-05
-6.016004544000e-01, 9.608124e-03, -7.822209e-05
-5.996168448000e-01, 9.606137e-03, -9.296119e-05
-5.976332352000e-01, 9.607737e-03, -9.964070e-05
-5.956496256000e-01, 9.609228e-03, -1.013520e-04
-5.936660160000e-01, 9.609338e-03, -1.153734e-04
-5.916824064000e-01, 9.607020e-03, -1.092460e-04
-5.896987968000e-01, 9.608289e-03, -9.450686e-05
-5.877151872000e-01, 9.607682e-03, -9.064268e-05
-5.857315776000e-01, 9.604204e-03, -1.046641e-04
-5.837479680000e-01, 9.605308e-03, -1.162015e-04
-5.817643584000e-01, 9.603100e-03, -1.197897e-04
-5.797807488000e-01, 9.603156e-03, -1.179680e-04
-5.777971392000e-01, 9.605143e-03, -1.087491e-04
-5.758135296000e-01, 9.602604e-03, -9.677017e-05
-5.738299200000e-01, 9.603597e-03, -7.159778e-05
-5.718463104000e-01, 9.603376e-03, -5.205606e-05
-5.698627008000e-01, 9.601389e-03, -5.746591e-05
-5.678790912000e-01, 9.601996e-03, -6.889285e-05
-5.658954816000e-01, 9.597911e-03, -7.336426e-05
-5.639118720000e-01, 9.598132e-03, -8.142384e-05
-5.619282624000e-01, 9.597580e-03, -9.721179e-05
-5.599446528000e-01, 9.597415e-03, -1.153182e-04
-5.579610432000e-01, 9.593992e-03, -1.195136e-04
-5.559774336000e-01, 9.593771e-03, -1.229362e-04
-5.539938240000e-01, 9.595482e-03, -1.340871e-04
-5.520102144000e-01, 9.593385e-03, -1.317686e-04
-5.500266048000e-01, 9.587754e-03, -1.190720e-04
-5.480429952000e-01, 9.588196e-03, -1.041121e-04
-5.460593856000e-01, 9.590956e-03, -7.965736e-05
-5.440757760000e-01, 9.589134e-03, -5.658267e-05
-5.420921664000e-01, 9.585932e-03, -4.245080e-05
-5.401085568000e-01, 9.586871e-03, -3.792419e-05
-5.381249472000e-01, 9.586871e-03, -3.516406e-05
-5.361413376000e-01, 9.586098e-03, -3.124467e-05
-5.341577280000e-01, 9.584939e-03, -4.769505e-05
-5.321741184000e-01, 9.585160e-03, -7.082494e-05
-5.301905088000e-01, 9.585325e-03, -8.285911e-05
-5.282068992000e-01, 9.584608e-03, -8.214148e-05
-5.262232896000e-01, 9.580909e-03, -6.668475e-05
-5.242396800000e-01, 9.580523e-03, -4.763985e-05
-5.222560704000e-01, 9.580909e-03, -4.344445e-05
-5.202724608000e-01, 9.581737e-03, -5.614105e-05
-5.182888512000e-01, 9.581185e-03, -7.308825e-05
-5.163052416000e-01, 9.576382e-03, -9.064268e-05
-5.143216320000e-01, 9.580578e-03, -8.727532e-05
-5.123380224000e-01, 9.578866e-03, -7.237062e-05
-5.103544128000e-01, 9.578922e-03, -6.436624e-05
-5.083708032000e-01, 9.578204e-03, -7.711804e-05
-5.063871936000e-01, 9.579584e-03, -8.744093e-05
-5.044035840000e-01, 9.577597e-03, -9.632855e-05
-5.024199744000e-01, 9.578370e-03, -9.505889e-05
-5.004363648000e-01, 9.575665e-03, -8.131344e-05
-4.984527552000e-01, 9.576769e-03, -7.364028e-05
-4.964691456000e-01, 9.577486e-03, -6.635353e-05
-4.944855360000e-01, 9.577045e-03, -5.763152e-05
-4.925019264000e-01, 9.575113e-03, -7.606919e-05
-4.905183168000e-01, 9.574505e-03, -8.153425e-05
-4.885347072000e-01, 9.575554e-03, -7.341946e-05
-4.865510976000e-01, 9.576327e-03, -7.767007e-05
-4.845674880000e-01, 9.574892e-03, -8.600566e-05
-4.825838784000e-01, 9.574781e-03, -8.926261e-05
-4.806002688000e-01, 9.575996e-03, -9.632855e-05
-4.786166592000e-01, 9.576824e-03, -9.378923e-05
-4.766330496000e-01, 9.576769e-03, -9.257477e-05
-4.746494400000e-01, 9.573457e-03, -1.125581e-04
-4.726658304000e-01, 9.577210e-03, -1.324863e-04
-4.706822208000e-01, 9.578425e-03, -1.272972e-04
-4.686986112000e-01, 9.579639e-03, -1.063202e-04
-4.667150016000e-01, 9.575665e-03, -1.077555e-04
-4.647313920000e-01, 9.577431e-03, -1.356328e-04
-4.627477824000e-01, 9.577266e-03, -1.516416e-04
-4.607641728000e-01, 9.578204e-03, -1.476118e-04
-4.587805632000e-01, 9.577652e-03, -1.060442e-04
-4.567969536000e-01, 9.579418e-03, -6.900326e-05
-4.548133440000e-01, 9.580688e-03, -6.066766e-05
-4.528297344000e-01, 9.580026e-03, -7.524115e-05
-4.508461248000e-01, 9.579529e-03, -1.015728e-04
-4.488625152000e-01, 9.579418e-03, -1.153182e-04
-4.468789056000e-01, 9.581019e-03, -1.224394e-04
-4.448952960000e-01, 9.581958e-03, -1.170295e-04
-4.429116864000e-01, 9.583669e-03, -9.941989e-05
-4.409280768000e-01, 9.582289e-03, -8.258310e-05
-4.389444672000e-01, 9.584387e-03, -8.020939e-05
-4.369608576000e-01, 9.585325e-03, -8.401837e-05
-4.349772480000e-01, 9.586650e-03, -8.484640e-05
-4.329936384000e-01, 9.587036e-03, -7.452352e-05
-4.310100288000e-01, 9.588140e-03, -7.794608e-05
-4.290264192000e-01, 9.589079e-03, -7.154258e-05
-4.270428096000e-01, 9.588030e-03, -6.282056e-05
-4.250592000000e-01, 9.591121e-03, -5.868037e-05
-4.230755904000e-01, 9.593109e-03, -5.393295e-05
-4.210919808000e-01, 9.592557e-03, -6.442144e-05
-4.191083712000e-01, 9.593606e-03, -7.203940e-05
-4.171247616000e-01, 9.593385e-03, -7.838770e-05
-4.151411520000e-01, 9.596310e-03, -1.007448e-04
-4.131575424000e-01, 9.595869e-03, -1.054370e-04
-4.111739328000e-01, 9.597194e-03, -8.948342e-05
-4.091903232000e-01, 9.597304e-03, -8.710971e-05
-4.072067136000e-01, 9.600009e-03, -1.005239e-04
-4.052231040000e-01, 9.600451e-03, -1.005239e-04
-4.032394944000e-01, 9.601996e-03, -8.390796e-05
-4.012558848000e-01, 9.603156e-03, -8.302472e-05
-3.992722752000e-01, 9.603928e-03, -9.980631e-05
-3.972886656000e-01, 9.605308e-03, -1.192928e-04
-3.953050560000e-01, 9.607020e-03, -1.363504e-04
-3.933214464000e-01, 9.608400e-03, -1.476670e-04
-3.913378368000e-01, 9.608124e-03, -1.509791e-04
-3.893542272000e-01, 9.609890e-03, -1.574378e-04
-3.873706176000e-01, 9.611050e-03, -1.517520e-04
-3.853870080000e-01, 9.610829e-03, -1.359640e-04
-3.834033984000e-01, 9.611105e-03, -1.321550e-04
-3.814197888000e-01, 9.612540e-03, -1.411531e-04
-3.794361792000e-01, 9.614031e-03, -1.383929e-04
-3.774525696000e-01, 9.615411e-03, -1.204521e-04
-3.754689600000e-01, 9.615797e-03, -8.848978e-05
-3.734853504000e-01, 9.617343e-03, -6.166131e-05
-3.715017408000e-01, 9.619440e-03, -4.857829e-05
-3.695181312000e-01, 9.618447e-03, -6.508387e-05
-3.675345216000e-01, 9.619661e-03, -8.920741e-05
-3.655509120000e-01, 9.620213e-03, -9.434125e-05
-3.635673024000e-01, 9.622145e-03, -9.009065e-05
-3.615836928000e-01, 9.623636e-03, -9.401004e-05
-3.596000832000e-01, 9.624629e-03, -1.068722e-04
-3.576164736000e-01, 9.624077e-03, -1.055474e-04
-3.556328640000e-01, 9.627555e-03, -8.484640e-05
-3.536492544000e-01, 9.627334e-03, -8.092702e-05
-3.516656448000e-01, 9.627721e-03, -7.811169e-05
-3.496820352000e-01, 9.626948e-03, -7.629000e-05
-3.476984256000e-01, 9.629542e-03, -8.451519e-05
-3.457148160000e-01, 9.629653e-03, -8.915221e-05
-3.437312064000e-01, 9.631309e-03, -9.351321e-05
-3.417475968000e-01, 9.632137e-03, -1.019040e-04
-3.397639872000e-01, 9.633738e-03, -1.012968e-04
-3.377803776000e-01, 9.634842e-03, -9.721179e-05
-3.357967680000e-01, 9.635891e-03, -1.004687e-04
-3.338131584000e-01, 9.635560e-03, -1.007448e-04
-3.318295488000e-01, 9.634952e-03, -9.930949e-05
-3.298459392000e-01, 9.634455e-03, -1.051610e-04
-3.278623296000e-01, 9.636774e-03, -1.002479e-04
-3.258787200000e-01, 9.636995e-03, -7.893973e-05
-3.238951104000e-01, 9.636664e-03, -7.027292e-05
-3.219115008000e-01, 9.638430e-03, -6.911366e-05
-3.199278912000e-01, 9.639203e-03, -6.883765e-05
-3.179442816000e-01, 9.637657e-03, -7.943655e-05
-3.159606720000e-01, 9.640362e-03, -8.423918e-05
-3.139770624000e-01, 9.638872e-03, -8.219668e-05
-3.119934528000e-01, 9.641411e-03, -8.390796e-05
-3.100098432000e-01, 9.642405e-03, -9.318200e-05
-3.080262336000e-01, 9.641135e-03, -9.384443e-05
-3.060426240000e-01, 9.643343e-03, -1.006343e-04
-3.040590144000e-01, 9.643398e-03, -1.003583e-04
-3.020754048000e-01, 9.642957e-03, -1.047193e-04
-3.000917952000e-01, 9.641466e-03, -1.125581e-04
-2.981081856000e-01, 9.643177e-03, -1.132205e-04
-2.961245760000e-01, 9.645772e-03, -1.088595e-04
-2.941409664000e-01, 9.645496e-03, -9.334761e-05
-2.921573568000e-01, 9.645551e-03, -7.987817e-05
-2.901737472000e-01, 9.646103e-03, -7.529635e-05
-2.881901376000e-01, 9.647538e-03, -6.276536e-05
-2.862065280000e-01, 9.651513e-03, -5.166964e-05
-2.842229184000e-01, 9.649471e-03, -5.454017e-05
-2.822393088000e-01, 9.648863e-03, -6.988650e-05
-2.802556992000e-01, 9.651182e-03, -8.970423e-05
-2.782720896000e-01, 9.652065e-03, -9.505889e-05
-2.762884800000e-01, 9.651789e-03, -9.031146e-05
-2.743048704000e-01, 9.650685e-03, -8.683370e-05
-2.723212608000e-01, 9.653445e-03, -9.334761e-05
-2.703376512000e-01, 9.651844e-03, -9.616294e-05
-2.683540416000e-01, 9.654163e-03, -9.152592e-05
-2.663704320000e-01, 9.651899e-03, -8.854498e-05
-2.643868224000e-01, 9.653997e-03, -7.822209e-05
-2.624032128000e-01, 9.656261e-03, -7.391629e-05
-2.604196032000e-01, 9.654163e-03, -8.545363e-05
-2.584359936000e-01, 9.655543e-03, -1.001375e-04
-2.564523840000e-01, 9.656537e-03, -1.062650e-04
-2.544687744000e-01, 9.658358e-03, -1.010208e-04
-2.524851648000e-01, 9.657972e-03, -9.516929e-05
-2.505015552000e-01, 9.656868e-03, -8.639208e-05
-2.485179456000e-01, 9.657033e-03, -8.098222e-05
-2.465343360000e-01, 9.658634e-03, -7.678682e-05
-2.445507264000e-01, 9.657861e-03, -8.192067e-05
-2.425671168000e-01, 9.660345e-03, -8.468080e-05
-2.405835072000e-01, 9.659131e-03, -8.319033e-05
-2.385998976000e-01, 9.661118e-03, -8.103742e-05
-2.366162880000e-01, 9.661836e-03, -8.319033e-05
-2.346326784000e-01, 9.662498e-03, -8.766174e-05
-2.326490688000e-01, 9.661781e-03, -9.136031e-05
-2.306654592000e-01, 9.664983e-03, -9.395483e-05
-2.286818496000e-01, 9.663989e-03, -1.046089e-04
-2.266982400000e-01, 9.665535e-03, -1.030081e-04
-2.247146304000e-01, 9.664154e-03, -8.887619e-05
-2.227310208000e-01, 9.664375e-03, -8.225188e-05
-2.207474112000e-01, 9.666915e-03, -8.385276e-05
-2.187638016000e-01, 9.666694e-03, -8.572965e-05
-2.167801920000e-01, 9.664762e-03, -8.203107e-05
-2.147965824000e-01, 9.667301e-03, -7.027292e-05
-2.128129728000e-01, 9.666694e-03, -7.043852e-05
-2.108293632000e-01, 9.669233e-03, -9.147072e-05
-2.088457536000e-01, 9.668074e-03, -1.040569e-04
-2.068621440000e-01, 9.668239e-03, -1.041673e-04
-2.048785344000e-01, 9.669785e-03, -9.577652e-05
-2.028949248000e-01, 9.670116e-03, -8.401837e-05
-2.009113152000e-01, 9.670227e-03, -8.269350e-05
-1.989277056000e-01, 9.671055e-03, -7.882932e-05
-1.969440960000e-01, 9.670061e-03, -7.629000e-05
-1.949604864000e-01, 9.672214e-03, -8.296952e-05
-1.929768768000e-01, 9.671828e-03, -7.767007e-05
-1.909932672000e-01, 9.671165e-03, -6.894805e-05
-1.890096576000e-01, 9.673594e-03, -7.882932e-05
-1.870260480000e-01, 9.675029e-03, -8.964903e-05
-1.850424384000e-01, 9.672048e-03, -8.804816e-05
-1.830588288000e-01, 9.672159e-03, -8.252789e-05
-1.810752192000e-01, 9.673208e-03, -6.618792e-05
-1.790916096000e-01, 9.674257e-03, -6.171651e-05
-1.771080000000e-01, 9.674422e-03, -6.210293e-05
-1.751243904000e-01, 9.672159e-03, -6.342779e-05
-1.731407808000e-01, 9.676299e-03, -7.237062e-05
-1.711571712000e-01, 9.675361e-03, -8.280391e-05
-1.691735616000e-01, 9.676465e-03, -8.893140e-05
-1.671899520000e-01, 9.674698e-03, -9.091869e-05
-1.652063424000e-01, 9.675416e-03, -8.854498e-05
-1.632227328000e-01, 9.674974e-03, -8.782734e-05
-1.612391232000e-01, 9.676520e-03, -9.848145e-05
-1.592555136000e-01, 9.675029e-03, -1.186856e-04
-1.572719040000e-01, 9.677017e-03, -1.291189e-04
-1.552882944000e-01, 9.677237e-03, -1.288429e-04
-1.533046848000e-01, 9.677569e-03, -1.143798e-04
